first_sentence	second_sentence	label
11 Documentation requirements	                                                                                                70 GL ON COMMON PROCEDURES AND METHODOLOGIES FOR SREP	0
       •   The trade documentation does not comply with applicable laws or standards.	           •   enforcing the commitments and transferring the proceeds to the receiving DGS; or	0
                                                                                        The Guideline does not expect the management body to be directly                                                                                         involved in the establishment and subsequent reviews of the        One respondent mentioned that GL 44 require firms’ management bodies                                                                                         product oversight and governance arrangements. However, the        to oversee the overall risk strategy and policies of the institution, and that                                                                          None.	E-mail address:	0
(1) Operational deposits from non-financial entities        (2) Operational deposits from financial institutions        (3) Non-operational deposits from non-financial entities        (4) Non-operational deposits from financial institutions and unsecured        debt issuance	                                       possibly contradictory and called for the             paragraph 12 have been selected to ensure consistency                                        Guidelines to be more explicit on the difference      with those observed in accounting standards, the                                        between the two.                                      principles considered by the IASB when revising IAS 1 as                                                                                              part of the Disclosures Initiative, and those put forward by	0
                                                                                                                                                      Amendments to Comments                     Summary of responses received                                   EBA analysis                                                                                                                                                       the proposals	4. Asset quality indicators	0
                                                     •   The free flow of liquidity between                                                          entities in the group, where relevant, is                                                          or could be marginally impeded.	Status of these guidelines	0
Reference     Response      Summary of responses received                       EBA analysis and feedback                                    Amendments to the proposals number        reference               Data          A number of respondents were of the view [115]                                                                           The EBA is of the view that the GL are likely to require a   No change               breakdow      that not all broken down data could be                                                                                 number of changes, including that providers will have to               n             provided.                                                                                 start collecting data that they do not currently collect.                             For example, the location of the acquirer or                             the location of the payee’s payment account                             is currently not collected, as all credit card                             transactions are settled through card                             schemes and not directly with the acquirer.               Data          A significant number of respondents were of [116]                                                                           The EBA is of the view that detailed implementation          No change               breakdow      the view that general guidance on the                                                                                 questions are outside the scope of the GL, but agrees that               n             methodology for fraud reporting should be                                                                                 this is something that the EBA may wish to address.                             provided centrally by the EBA, as opposed to                             by CAs, to ensure a harmonised approach and                             consistent timelines across the EU.               Data          One respondent was of the view that one of [117]                                                                           The EBA notes that this is covered by ‘payment to self’.     No change               breakdow      the exemptions to SCA, on credit transfers               n             between accounts held by the same natural                             or legal person, was missing and should be                             added.               Data          One respondent expressed concerns about [118]                                                                           The EBA agrees that until the RTS apply in 2019 the data     Changes to Annex 2, Data Breakdowns D3 and D4               breakdow      some of the reporting, especially with regard                                                                                 reported with regard to PISPs by providers executing         (now Data Breakdowns C and D); references to               n             to PIS. The respondent was of the view that                                                                                 credit transfers may be of limited reliability. The EBA,     transactions via PISPs (Tables A7 and A6) have                             the payee’s PSP may not be able to detect                                                                                 however, remains of the view that such data should be        been deleted                             that the entity that initiates a transaction is a                                                                                 provided to give an insight into the developing market.                             PISP acting on behalf of the payer rather than                                                                                 The EBA also notes that card issuers or acquirers do not                             the payer’s ASPSP.                                                                                 have to report data on PISPs.                             The respondent also suggested that, where                             the payee’s PSP itself acts as a PIS, it may be                             particularly confusing.	Date of application	0
Question 9          [14 out of 23 respondents were silent on this question.]	                   (e) 0.025% of the slice of N above 10 million initiated payments.	0
These disclosure guidelines include the set of principles and templates that enable the disclosure of information on encumbered and unencumbered assets by asset type, in line with the breakdown suggested by the ESRB and to comply with disclosure requirements laid down in Article 443 of the CRR.	f.   unencumbered assets 24 the borrower may pledge as collateral in the market or bilaterally in      order to raise funds and expectations of changes to the value of those assets;	0
                                                                                                        46 GUIDELINES ON AUTHORISATION AND REGISTRATION UNDER PSD2	    6.2 Views of the Banking Stakeholder Group (BSG) Overall, the BSG supports the draft guidelines. It sees them as a step towards a more consistent system of DGSs and as strengthening depositor confidence in these schemes. These features are crucial, in particular in the case of cross-border payouts.	0
                                                                                                 55 FINAL REPORT ON GUIDELINES ON THE APPLICATION OF THE DEFINITION OF DEFAULT	                                               15 Title I -Subject matter, Scope and definitions	0
23    Part Four of the CRR (large exposures), Article 123 and Article 147 of the CRR for defining the retail segment (standardised and IRB approaches), Article 172(1)(d) of the CRR for rating process and Article 501 of the CRR for SME supporting factor.	            f.   the institution’s liquidity contingency plans; and	0
PSPs could report the data required in accordance with the following geographical reporting options:	                                                                                                  Vulnerabilities have to be identified before they can be                     One respondent asked that the wording in paragraph 39(a) is revised           evaluated and remediated; therefore, the EBA                     and suggested splitting what should be achieved (the outcome) and             considers that no change is needed.                        No change.                     how it should be achieved (the measures). Suggested wording: ‘a)                     evaluate and remediate vulnerabilities by ensuring software and                     firmware are up to date, including the software provided by financial                     institutions to its internal and external users, by deploying critical                     security patches or by implementing compensating controls’. Their                     view was that currently the wording in paragraph 39(a) on the desired                     outcome to ‘identify potential vulnerabilities’ that starts this section is	0
       •   assuming that a payment drawn on an account in the sole or joint name of the            customer at a regulated credit or financial institution in an EEA country satisfies the            requirements stipulated by Article 13(1)(a) and (b) of Directive (EU) 2015/849;	       [100]    GL-4.5             One respondent was of the opinion that consistent and                Incident reporting as such is out of scope of these Guidelines, which focus     None.                                    integrated reporting is not always possible due to fragmented        only on the management of operational and security risks. However, the                                    and different reporting obligations. Since events are not always     EBA would like to point out that, while drafting EBA/GL/2017/10, it                                    managed by the same department, a fully integrated reporting         considered to the extent possible its impact on other regulations.                                    structure is more difficult to achieve.                              However, due to material differences in the addressees, objectives and                                                                                                         scope of different regulatory requirements with regard to cyber and                                                                                                         operational risks, it is impossible to merge or harmonise them to a greater                                                                                                         extent.	0
5     As defined in Article 4.1(1) and (2) of Regulation (EU) No 575/2013.	15      See Review of the Pillar 3 disclosure requirements - consultative document < http://www.bis.org/publ/bcbs286.htm>	0
             •    financial arrangements involving jurisdictions associated with higher ML/TF risk (firms                   should pay particular attention to countries that have a culture of banking secrecy or                                                                                      31                   that do not comply with international tax transparency standards);	             •   Specific patterns: this factor requires the avoidance of any references to specific                  characteristics, distinctive features or names or to numerical, qualitative or other                  distinctive data which would allow the identification of individual institutions or                  entities.	0
EBA/GL/2015/04	2.2.1.2                   Manipulation of the payer by the fraudster to consent to a direct debit                                 X	0
Guideline 10: Procedures for requesting and providing mutual assistance	              (i)     no types of securitisations should be excluded ex ante from the compliance with                       this criterion and from the STS securitisation as long as they meet all the                       requirements specified in the guidance. For example, this criterion does not aim                       to exclude leasing transactions and interest-only residential mortgages from STS                       securitisation, provided they comply with the guidance provided and all other                       applicable STS requirements. However, it is expected that commercial real	0
9.8%	    20. In addition, it is also necessary to take into account developments in this area since the         publication of the EBA guidelines on internal governance in 2011, such as the updated OECD         principles of corporate governance 1 and the revised corporate governance principles for         banks published by the Basel Committee on Banking Supervision (BCBS) 2. The guidelines         align the terminology used regarding risk appetite and risk tolerance with the EBA guidelines         on common procedures and methodologies for the supervisory review and evaluation         process (SREP) (EBA/GL/2014/13) and also with the revised BCBS principles; they use the         term ‘risk appetite’ to refer to the aggregate level of risk and the types of risk an institution         is willing to assume, while ‘risk capacity’ is the maximum amount of risk an institution is able         to assume.	0
                      i. average yearly realised LGD values 𝑌𝑡 and	b) Significant operational losses	0
1.3.1.2.9                             Transaction risk analysis (Art.18 RTS)                                        X       X	1. This document contains guidelines issued pursuant to Article 16 of Regulation (EU)    No 1093/2010. 3 In accordance with Article 16(3) of Regulation (EU) No 1093/2010, competent    authorities and financial institutions must make every effort to comply with the guidelines.	0
                                                                                     E.g. 7 working days. Repayment periods applicable to the DGS during the period pursuant to Article 8(2) DGSD	3. Asset quality Level of                                               This ratio measures the extent to         (+) forbearance                                            which counterparties of the              A higher                                                        institution have been granted            value                                                        modification of terms and                indicates                                                        conditions of their loan contracts.      higher risk                                                        The ratio gives information on the                     Where:                             forbearance policy of the                     ‘exposures with forbearance        institution and it may be compared                     measures’ as defined in the EBA    to the level of default itself. A high                     guidelines on supervisory          value of this ratio indicates known                     reporting on forbearance and       problems in the loan portfolio of                     non-performing exposures           the institutions or potential low                                                        quality of other assets.	0
•    macroeconomic indicators.	15.4 Award of variable remuneration in instruments                                             71	0
    b) low value	Option 2: go beyond the supervisory reporting framework and require that credit institutions disclose additional information on the quality of assets that might be considered relevant for market participants.	0
56.Option C allows institutions sufficient time as the quantitative criteria can be calculated    immediately after the end of the previous financial year or even before its end. A six-month    period for the completion of the process and to hand in the necessary documentation is    deemed sufficient. In most cases the decision of the competent authority will be made before    the next performance period starts, providing legal certainty for staff and the institution. For    newly identified staff there is no other option than to make a decision after the start of the	E.        Information systems and business continuity ....................... 44	0
For illustration purposes, calculations in this example are carried out for a Member State A in year 2X01. There are only three credit institutions and one DGS in that Member State and the total amount of deposits covered by the DGS is EUR 1,500,000. It is assumed that year 2X01 is the first year when the DGS in Member State A starts collecting ex-ante contributions from deposit-taking institutions in order to reach a target level of 0.8% of covered deposits in 10 years (i.e. by year 2X11). Therefore, in line with the requirement to spread contributions as evenly as possible, the annual target level, representing total annual contributions (C) from all institutions in Member State A in year 2X01, should be approximately 1/10 of the target level. The contribution rate (CR) in this case amounts to 0.0008 (CR = 1/10 × 0.8%). The total annual contributions for year 2X01 should be calculated as follows: C = EUR 1,500,000 x (0.0008) = EUR 1,200. The table below shows the breakdown of the total covered deposits and the respective risk-unadjusted contributions by the institutions in Member State A in year 2X01.	 Cloud outsourcing                                                                                 The EBA in general retained the approach taken towards cloud                             A respondent suggested that the guidelines be aligned more             outsourcing, but introduced a better differentiation between                             closely with the language of the EBA’s recommendations on              the requirements for critical and important outsourcing and                             outsourcing to cloud service providers, so that institutions are       non-material outsourcing, which also applied to cloud                The guidelines                             assured that they can continue to follow the existing regime.          outsourcing arrangements.                                            have      been                             Some respondents requested that the approach towards cloud             In a few areas (e.g. audit rights and documentation), further        clarified                             outsourcing be reviewed and that a more proportionate                  clarifications have been necessary to ensure a more uniform                             approach be taken; in particular, a differentiation between            application in line with supervisory expectations and the general                             material and non-material outsourcing was suggested.                   outsourcing framework.	0
          iv.      ‘payment commitment amount’ means the share and the monetary amount of                    the contribution to the DGS as required by the DGS, which the credit institution                    undertakes to provide by means of the payment commitment under the terms                    and conditions of the payment commitment arrangement;	       [109]   GL-5.2         One respondent suggested that international standards on               In consideration of the comment the EBA has redrafted GL 5.2 (now        GL 5.2 (now GL 6.2) has                               operational continuity be taken into account and that the              GL 6.2) to make it clearer, but did not follow the proposed wording to   been amended and now                               Guideline be rephrased as follows:                                     avoid repeating the requirements stated in GL 3, to which an explicit    reads:                                                                                                      reference has been provided.                               ‘In order to establish a sound business continuity management,                                                                                  ‘In order to establish                               PSPs should carefully evaluate the continuity and recovery                                                                                      sound business continuity                               priorities, objectives and targets, assessing the impacts of severe                                                                             management, PSPs                               business disruptions and identifying, analysing and evaluating                                                                                  should carefully analyse                               the risk of disruptive incidents to the PSP. The PSP should identify                                                                            their exposure to severe                               its critical functions, processes, systems, transactions and                                                                                    business disruptions and                               interdependencies to prioritise business continuity actions using                                                                               assess, (quantitatively                               a risk based approach, which may, depending on the design of                                                                                    and qualitatively) ,their                               the PSP, facilitate the processing of critical transactions, for                                                                                potential impact, using                               example, while remediation efforts continue.’                                                                                                   internal and/or external                                                                                                                                                                               data and scenario                                                                                                                                                                               analysis. The PSP should                                                                                                                                                                               identify its critical                                                                                                                                                                               functions, processes,                                                                                                                                                                               systems, transactions and                                                                                                                                                                               interdependencies to On                                                                                                                                                                               the basis of the identified                                                                                                                                                                               and classified critical	0
102                                                                                       The EBA agrees in principle with the respondent.              No change.                     related events as well, for example master data changes (e.g.                                                                                                      However, the focus of these guidelines should be on                     customer’s phone numbers, passwords) and other non-transactiontransactions . This does not exclude the fact that PSPs                     based events that could help prevent fraudulent activities.                                                                                                      might offer additional functionalities if considered                                                                                                      useful.                 One respondent commented that there is no differentiation made  Paragraphs 103                                                                                      The EBA agrees in principle with the respondent but           No change.                 between PSUs that are consumers and PSUs that are corporate clients.  and 104                                                                                             would like to point out that, even if there is no explicit                 With regard to corporate clients, PSPs could expect a more elaborate                                                                                                      differentiation in the wording of these guidelines, this                 knowledge and understanding of risks and threats related to payment                                                                                                      does not exclude a differentiation being made in                 services than PSUs that are consumers. It should be appropriate to                                                                                                      practice. In this context the proportionality principle set                 amend a risk-based approach to these provisions to enable differential                                                                                                      out in Section 3.1 should also be considered.                 treatment of PSUs with regard to the scope of information needed.                 One respondent acknowledged the role of PSPs in keeping PSUs  Paragraph 103                                                                                       These guidelines derive from the mandate to issue             No change.                 informed of security updates but suggested that there is a potential risk                                                                                                      guidelines in Article 95 of Directive (EU) 2015/2366                 to the level playing field and to financial stability if further consideration                                                                                                      (PSD2). That means that they are developed under                 of a horizontal data sharing framework is not developed under PSD2.                                                                                                      PSD2 and fulfil the requirements of PSD2 to establish a                                                                                                      level playing field.                   One respondent recommended in Section 5.1A adding a new point iii.	    (a)     whether the receiving entity’s capital and liquidity needs, identified by a description             of its capital and liquidity situation and by a projection of its capital and liquidity             needs, are covered for a sufficient period of time, taking into account all relevant             sources from which these needs could be met;	0
b.   ICT security risks;	11. These guidelines apply from 30 June 2020.	0
         c. the identification, assessment and management of conflicts of interest;	f. Common equity	0
85.Option B is effective and ensures compliance with the bonus cap starting from the beginning    of the first performance year and allows the institution to make use of such guaranteed    variable remuneration when the contract with a new member of staff is agreed at a point of    time before the actual performance of that staff member is being measured. However, these    may leave room to circumvent the CRD provisions and therefore the following options to    ensure compliance were considered:	                                                                                                                                                                  129 FINAL REPORT – GUIDELINES ON MANAGEMENT OF NON-PERFORMING AND FORBORNE EXPOSURES	0
     (vii) report generation, internal information flows and data bases;	72	0
6. In June 2015, the EBA published a Consultation Paper on the draft Guidelines on passport    notifications and draft template notification forms (EBA/CP/2015/11). During a one-month    consultation period six responses were received to the Consultation Paper. Responses varied,    with one respondent requesting that further information be included in the notification and    another requesting that some information be deleted. Respondents also commented on the    language and means of transmission of the notification. Having analysed and considered the    comments made by the consultation respondents the EBA has made some final amendments to    the Guidelines and template notification forms to ensure their clarity.	    Explanatory note	0
    6. Adequate knowledge, skills and experience	General Comments	0
                           Transitional provisions      Institutions which have received an AMA approval by 31 December 2011      or institutions applying for an AMA before 30 June 2012, should be      required to submit their AMA change policy to the relevant competent      authority by	         d. description of processes and arrangements that ensure that the institution has in             place a robust and integrated framework for the management of its material risks and             their evolution, including (1) the interaction and integration of capital and liquidity             management, including interaction between ICAAP and ILAAP, (2) interaction             between management of various risk categories and institution-wide risk             management, (3) integration of ICAAP and ILAAP into the risk management and the             overall management of an institution, including in the pricing and performance             management;	0
High-risk third countries and other high-risk situations	                                                                                                                            94 GUIDELINES ON CONNECTED CLIENTS	0
Question 2. Do you             Eight respondents stated that the overall level of detail   The EBA welcomes this positive feedback.       N/A consider the level of detail   is acceptable. of these draft guidelines to be appropriate?	Confidentiality restrictions and permissible uses of information	0
       [43]    GL 2.3         One respondent suggested that the Guidelines should refer to IT   The EBA points out that it decided to draft high-level requirements, which    None.                               risk management frameworks, as defined in other regulations.      allow PSPs to adapt those requirements to the development of the                                                                                                 payment services they offer and related threats. It also provides PSPs with                                                                                                 a degree of flexibility to adapt their legal and institutional solutions to                                                                                                 comply with the requirements set out in the Guidelines. Technological                                                                                                 neutrality was also an important guiding principle and the high-level	45	0
a. Total liabilities	9.2 Frequency of valuations	0
4.1    Cost-benefit analysis/impact assessment          9	EBA REGULAR USE                                                                                                                                                                      26 FINAL REPORT ON SPECIFICATION OF TYPES OF EXPOSURES TO BE ASSOCIATED WITH HIGH RISK UNDER ARTICLE 128(3) OF REGULATION (EU) NO 575/2013	0
        The instructions regarding the reference date for the reporting of data corresponding to          previous periods have been adjusted in order to achieve consistency among institutions,          regardless of the frequency with which they are required to report the template.	2.3 Addressees                                                                             11	0
 6.5.2 Assessment of inherent IRRBB                                        One respondent requested that an additional                                        point (d) be included in the main steps for the                                        assessment of inherent IRRBB for competent                                                                                                 The EBA clarifies that the proposed point to be added                                        authorities (paragraph 313). The additional point                                                                                                 with regard to the assessment of inherent IRRBB is  Assessment of inherent IRRBB          would state that competent authorities should take                                                               No amendments.                                                                                                 deemed to be covered by point (a) of paragraph 313                                        into account an assessment of the institution’s                                                                                                 (‘preliminary assessment’).                                        overall situation (total own funds requirements,                                        ratio of IRRBB to total risk, quality of interest rate                                        risk management, etc.).                                        One respondent pointed out that the supervisory                                        outlier test (paragraph 315(b)) systematically           The EBA notes the remark that the design of the                                        disadvantages institutions that have accumulated a       supervisory outlier test disadvantages banks with                                        high level of assets in their interest rate book         high hidden reserves and wishes to clarify that the                                        thanks to a stable investment policy. The high           approach taken is in line with the approach of the                                        present value basis of the interest rate book means      BCBS Standards. The supervisory outlier test  Supervisory outlier test              that particularly stable banks (with a high net asset    establishes no automaticity between breaching the       No amendments.                                        value) are especially likely to be impacted by           supervisory outlier test threshold and supervisory                                        relatively high changes in present value. As a result,   measures, and embedded gains are taken into                                        the outlier criterion cannot serve as an objective       account in the ICAAP and in the supervisory                                        measure for assessing IRRBB across countries, and        assessment of the outcome of the supervisory outlier                                        therefore the outlier test cannot be linked to           test.                                        automatic measures in terms of own funds.	2. These guidelines apply to authorities competent for supervising complaints-handling by firms in their    jurisdiction. This includes circumstances where the competent authority supervises complaints-handling    under EU and national law by firms doing business in their jurisdiction under freedom of services or    freedom of establishment.	0
                     Alternatively, some others recommend, at least, defining ‘repayment                      difficulties’ as a situation where default of the counterparty is highly                      probable, or changing the wording to one that references the degree                      of ‘difficulty’ required by linking to the risk of an event of default.                      Alternative wording suggested: ‘Material repayment difficulties,                      caused by direct economic and cash transmission links, which would                      make default highly probable’.	Nature of business	0
                                                                                                                                                                       27 GUIDELINES ON RECOVERY PLAN INDICATORS	•   Granting excessive access rights and privileges,                                                                                                                  allowing unauthorised accesses and/or making it                                                                                                                  possible to hide rogue activities.                                                  Security threats due to lack of security awareness          •   Employees that are deceived into providing                                                  whereby employees do not understand, neglect or fail            assistance for an attack (i.e. social engineering).                                                  to adhere to ICT security policies and procedures.          •   Bad practices regarding credentials: sharing                                                                                                                  passwords, using ‘easy’ to guess passwords, using                                                                                                                  the same password for many different purposes,                                                                                                                  etc.	0
Quality review process: The quality review process has already been conducted by national supervisory authorities and the EBA for other supervisory purposes. Therefore, there will be no additional costs in relation to the implementation of the specific provision.	                                                                                                                                                              104                                                                                                                                       Amendments to Comments         Summary of responses received                               ESAs’ analysis                                                                                                                                       the proposals	0
        a. definitions for the variable and fixed components of remuneration (Article 92(2)(g) of            the CRD);	Proportionality of the proposal	0
                 b. the potential implications that CET1 denominated P2G may have for other parts                   of the capital requirements and the ability of institutions to issue additional Tier 1                   (AT1) or Tier 2 (T2) instruments.	         when institutions assess information to be material, proprietary or confidential before           the disclosure; and	0
2.3. Liquidity                                                 Transitional indicator.          (-) ratio (national                                                The aim of the liquidity ratio   A higher definition)                                                    is to measure an institution’s   value                                                                ability to meet its short term   indicates                    Where:                                      debt obligations as they         lower risk                                                                become due. The higher the                    ‘liquid assets’ as defined in the                                                                ratio, the larger the safety                    national regulations for supervising                                                                margin to meet obligations                    credit institutions (to be replaced                                                                and unforeseen liquidity                    with the LCR ratio when in force).                                                                shortfalls.	13. Qualifications of the management body ............................................ 25	0
2. Where the law of the Home DGS allows choosing between several currencies of repayment, and    where such choice includes the option to use the currency of the Host DGS’s Member State, that    option shall be used primarily. Where practical, and legally allowed, the Home and the Host DGS    may bilaterally agree to make the repayable amount available in multiple currencies.	Earnings measures	0
2.3 Overall internal       Some respondents proposed to include a materiality              In line with the EBA Guidelines on Internal              No changes made. governance                 element in paragraph 26b and rephrase the sentence to           Governance, the management body should be                            “that the management body should know and address the           provided with relevant information about the                            material risks associated with the ICT rather than all the      identification, measurement or assessment and                            risks associated with the ICT.”                                 monitoring of risks. This reporting framework                                                                                            should be well defined, documented and duly                                                                                            approved by the management body.	-oversight-and-governance-arrangements-for-retail-banking-products	0
                             not yet registered on the factor's system;                    should always be based on the most up-to-date                                                                                            schedule of payments.	The qualitative analysis assessed whether the GL should introduce requirements related to the pulling effect in the application of the definition of default. The options included:	0
       13. Such interaction between the SREP and recovery plan assessments also aligns with the            principle that an institution’s own recovery planning activities should be embedded in its            risk management framework. Furthermore, competent authorities should expect from            institutions that such integration be noticeable also in relation to internal capital adequacy            assessment process (ICAAP)/internal liquidity adequacy assessment process (ILAAP) and            various aspects of recovery planning, in particular governance arrangements, recovery plan            indicators, the analysis of recovery options, and scenario testing used in recovery planning            (see Figure 3 for more details).	 Paragraph 28               A few respondents suggested that the management body                 The involvement of the management body is defined within the                             involvement be kept at a high level, i.e. the management body        CRD and PSD2 and for institutions in the EBA Guidelines on                                                                                                                                                                       No change                             would participate in the definition and approval of the high-level   internal governance. The guidelines on outsourcing are                             outsourcing policy and in the reporting of material risks.           consistent with those requirements.	0
